"","atopid","polity","s_wt_glo","maxmajpow","consultatop","nagatop","neutatop","defenseatop","offenseatop","secrecy","conditio","intcom","base","contrib","ecaid","milaid","organ1","specthrt","macowe","maconc","maconp","nmacowe","nmaconc","nmaconp","nmaroir","condother","speclength","condlength","renounceok","renounceproh","renouncecond","milcontact","commondef","lallycount","lsumcap","ldistance","compel","prob","deter","deterministic","unconditional","PotMilCapacity.score","Depth.score","Scope.score","indx"
"304",3650,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-4.563,0,0,0,1,1,0,-1.181,-0.491,-0.081,296
"306",3665,5,-0.17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693,-0.594,8.309,0,0,0,0,0,1.039,-0.335,-0.579,297
"307",3670,0,0.537,1,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-0.617,7.037,0,0,0,0,0,0.904,0.844,-0.578,298
"308",3675,4.5,0.725,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.693,-0.391,7.703,0,0,0,0,0,0.909,-0.344,-0.607,299
"309",3680,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-3.711,0,0,0,1,1,0,-1.11,-0.469,-0.082,300
"310",3685,8.5,0.736,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.693,-2.139,0,0,0,0,0,0,-0.878,-0.349,-0.612,301
"311",3690,0,0.538,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-1.059,6.977,0,0,0,0,0,0.849,-0.365,-0.562,302
"312",3695,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-3.374,6.693,0,0,1,1,0,-1.073,-0.498,-0.08,303
"315",3730,4.2,0.4,1,0,0,0,1,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.693,-2.123,7.871,0,1,1,0,0,0.79,2.534,-0.376,304
"316",3735,0,0.402,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-0.356,8.07,0,0,0,0,0,0.976,0.709,-0.563,305
"317",3745,0,0.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-0.304,6.389,0,0,1,1,0,0.876,-0.492,-0.16,306
"319",3750,9.75,0.424,1,1,0,0,1,0,0,1,0,3,1,1,4,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.693,-0.789,8.24,0,0,1,1,0,0.943,3.553,0.182,307
"320",3758,0,0.959,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.693,-3.53,0,0,0,1,1,0,-1.082,0.292,-0.147,308
"321",3760,5,-0.122,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693,-0.636,6.413,0,0,0,0,0,0.986,-0.303,-0.569,309
"322",3765,0,0.563,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-0.639,8.288,0,0,0,0,0,0.936,-0.357,-0.573,310
"323",3770,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-3.625,6.064,0,0,1,1,0,-1.09,-0.491,-0.16,311
"324",3775,0,0.564,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-1.052,8.52,0,0,0,0,0,0.881,-0.35,-0.587,312
"325",3780,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-2.993,0,0,0,1,1,0,-1.019,-0.471,-0.17,313
"326",3785,0.615,0.991,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.946,-3.442,6.347,0,1,1,0,0,-1.018,0.431,-0.466,314
"327",3790,4,0.394,1,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.693,-3.066,8.154,0,0,1,1,0,0.689,1.613,-0.097,315
"328",3795,5,0.519,1,0,0,0,1,0,0,1,0,3,0,0,0,3,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.693,-1.277,7.639,0,1,1,0,0,0.846,1.329,-0.216,316
"329",3800,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-3.631,6.712,0,0,1,1,0,-1.08,-0.483,-0.16,317
"330",3805,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-3.297,0,0,0,1,1,0,-1.054,-0.48,-0.154,318
"331",3807,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.386,-3.067,7.447,0,0,1,1,0,-0.98,-0.488,-0.064,319
"332",3820,0,0.665,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-5.327,8.473,0,0,0,0,0,-1.15,-0.344,-0.581,320
"333",3825,0,0.561,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.693,-1.708,7.67,0,0,0,0,0,0.788,-0.478,-0.553,321
"334",3830,4,0.428,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.693,-3.753,8.492,0,1,1,0,0,0.633,0.728,-0.36,322
"335",3835,0,0.563,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-1.739,7.874,0,0,0,0,0,0.788,-0.349,-0.577,323
"336",3840,0,0.523,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.693,-1.749,0,0,0,0,0,0,0.752,-0.354,-0.576,324
"338",3845,0,0.685,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-3.503,8.622,0,0,0,0,0,-0.957,-0.365,-0.549,325
"339",3855,0,0.522,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-0.672,7.814,0,0,0,0,0,0.919,-0.314,-0.583,326
"340",3860,0,0.926,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693,-5.571,0,0,0,1,1,0,-1.287,0.38,-0.069,327
"341",3863,0,0.887,0,1,0,0,1,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.693,-5.279,7.198,1,0,1,1,1,-1.22,1.078,2.103,328
"342",3865,10,0.446,0,1,1,1,1,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.693,-3.259,6.064,0,1,1,0,0,-0.969,-0.02,-0.46,329
"343",3870,0,0.677,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-4.219,7.967,0,0,0,0,0,-1.06,-0.347,-0.558,330
"344",3875,0,0.687,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-4.615,8.547,0,0,0,0,0,-1.074,-0.362,-0.581,331
"345",3880,0,0.51,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-1.058,6.852,0,0,0,0,0,0.855,-0.336,-0.568,332
"346",3890,0,0.569,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-1.765,8.199,0,0,0,0,0,0.803,-0.349,-0.556,333
"347",3895,1.214,0.996,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.639,-1.966,6.594,0,1,1,0,0,-0.847,0.442,-0.113,334
"350",3905,0,0.613,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-4.663,8.041,0,0,0,0,0,-1.097,-0.493,-0.577,335
"351",3910,0,0.444,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.693,-1.767,7.016,0,0,0,0,0,0.779,-0.495,-0.7,336
"352",3915,0,0.684,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-5.297,8.272,0,0,0,0,0,-1.153,-0.5,-0.583,337
"353",3920,0,0.613,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-5.445,7.801,0,0,0,0,0,-1.183,-0.349,-0.576,338
"354",3925,9.5,0.153,1,1,0,0,1,0,0,1,0,0,0,0,0,2,1,0.5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.693,-1.968,8.684,0,0,1,1,1,0.883,0.245,0.775,339
"355",3930,4.5,1,0,1,0,0,1,1,0,0,1,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.693,-7.419,0,1,0,1,1,1,-1.487,1.809,2.111,340
"356",3955,3.5,0.856,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693,-3.663,0,0,0,0,0,0,-1.063,-0.184,-0.533,341
"357",3960,0,0.979,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693,-4.189,7.054,0,0,1,1,0,-1.13,-0.017,-0.159,342
"358",3963,0,0.894,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-5.166,5.407,0,0,1,1,0,-1.226,-0.183,-0.121,343
"359",3970,0,0.592,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-4.101,6.855,0,0,0,0,0,-1.071,-0.354,-0.579,344
"361",3995,0.2,0.963,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.609,-3.157,6.44,0,0,1,1,0,-1.004,-0.028,-0.158,345
"362",4005,8,0.478,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.693,-1.034,7.152,0,0,0,0,0,0.867,0.15,-0.581,346
"363",4010,7.889,0.397,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-0.574,6.659,0,0,0,0,0,0.919,-0.347,-0.625,347
"364",4015,7.889,0.386,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.693,-0.669,7.215,0,0,0,0,0,0.927,-0.341,-0.625,348
"365",4020,5,0.099,0,0,0,0,1,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.693,-2.969,8.773,0,0,1,1,0,-0.784,0.748,-0.099,349
"366",4025,8.5,0.423,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.693,-2.014,6.746,0,0,0,0,0,0.76,-0.334,-0.653,350
"367",4030,0,0.983,0,1,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.693,-3.911,0,0,1,1,0,0,-1.113,1.323,-0.438,351
"368",4035,9,0.454,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-1.776,0,0,0,0,0,0,0.765,-0.303,-0.583,352
"369",4045,10,0.484,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.693,-2.369,6.227,0,0,0,0,0,-0.848,0.123,-0.567,353
"370",4050,7.5,0.479,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.693,-2.239,6.564,0,0,0,0,0,-0.864,-0.212,-0.65,354
"371",4060,9.5,0.452,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.693,-2.257,6.657,0,0,0,0,0,0.725,0.129,-0.657,355
"372",4065,7,0.479,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-2.526,6.146,0,0,0,0,0,-0.888,-0.508,-0.626,356
"373",4070,8.667,0.398,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.693,-1.797,6.387,0,0,0,0,0,0.77,0.099,-0.645,357
"374",4075,8.167,0.979,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-2.55,0,0,0,0,0,0,-0.961,-0.325,-0.581,358
"375",4080,9,0.963,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.693,-3.061,5.829,0,0,0,0,0,-1.031,0.137,-0.57,359
"376",4085,9,0.484,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.693,-3.727,0,0,0,0,0,0,-1.027,-0.341,-0.688,360
"377",4090,9,0.484,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-1.961,6.712,0,0,0,0,0,0.753,-0.481,-0.57,361
"378",4095,9,0.454,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-2.1,6.709,0,0,0,0,0,-0.839,-0.333,-0.561,362
"379",4100,9.167,0.433,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-2.375,7.023,0,0,0,0,0,-0.857,-0.331,-0.572,363
"380",4105,7,0.447,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.693,-2.14,7.06,0,0,0,0,0,0.747,-0.333,-0.652,364
"381",4110,7.5,0.479,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.693,-3.301,6.14,0,0,0,0,0,-0.97,-0.517,-0.706,365
"382",4120,8,0.818,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-2.416,0,0,0,0,0,0,-0.923,-0.354,-0.635,366
"383",4130,6.125,0.703,1,1,1,0,0,0,0,1,0,3,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.693,-1.253,6.394,0,0,0,0,0,0.811,0.864,-0.641,367
"384",4135,9,0.377,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.693,-2.661,6.323,0,0,0,0,0,-0.888,-0.357,-0.653,368
"385",4145,7.167,0.855,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-1.643,0,0,0,0,0,0,0.729,-0.481,-0.633,369
"386",4150,6.5,0.985,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.693,-3.792,0,0,0,0,0,0,-1.111,-0.041,-0.619,370
"387",4155,7.5,0.37,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.693,-2.965,7.338,0,0,0,0,0,-0.901,0.128,-0.564,371
"388",4160,10,0.376,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.693,-3.168,7.116,0,0,0,0,0,-0.926,0.138,-0.579,372
"389",4165,10,0.376,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-2.252,6.064,0,0,0,0,0,0.757,-0.337,-0.567,373
"390",4170,6.667,0.311,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-1.352,7.206,0,0,0,0,0,0.863,-0.353,-0.569,374
"392",4180,8.5,0.334,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.693,-2.541,6.999,0,0,0,0,0,0.729,0.124,-0.671,375
"393",4185,9.2,0.373,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-1.717,4.932,0,0,0,0,0,0.785,-0.332,-0.572,376
"394",4190,10,0.376,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.693,-4.03,6.551,0,0,0,0,0,-1.033,0.125,-0.635,377
"395",4195,8.2,0.989,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-3.652,6.384,0,0,0,0,0,-1.07,-0.193,-0.579,378
"396",4200,7.5,0.37,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-2.166,6.693,0,0,0,0,0,0.773,-0.476,-0.586,379
"397",4205,7.5,0.342,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-2.246,6.601,0,0,0,0,0,-0.819,-0.325,-0.572,380
"398",4210,8.5,0.377,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.693,-2.984,0,0,0,0,0,0,-0.921,-0.331,-0.623,381
"399",4215,9.5,0.337,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.693,-2.607,6.964,0,0,0,0,0,0.718,0.138,-0.639,382
"400",4220,2.652,0.959,1,1,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.4,0,2.197,0.369,6.742,0,0,1,1,0,0.969,0.684,-0.187,383
"401",4225,7,0.943,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-2.41,0,0,0,0,0,0,-0.931,-0.333,-0.629,384
"402",4230,6.167,0.841,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-1.54,0,0,0,0,0,0,0.747,-0.505,-0.614,385
"403",4235,2.667,0.852,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.693,-1.616,0,0,0,1,1,0,0.734,0.644,-0.238,386
"404",4240,6.667,0.269,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.693,-1.468,6.744,0,0,0,0,0,0.838,0.111,-0.644,387
"405",4245,2.167,0.853,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.693,-1.637,7.169,0,0,1,1,1,0.736,0.743,0.65,388
"406",4250,7.5,0.38,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-3.081,6.54,0,0,0,0,0,-0.929,-0.529,-0.647,389
"407",4255,2.667,0.859,1,1,1,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.693,-1.674,7.303,0,0,1,1,0,0.748,1.343,-0.223,390
"408",4260,7.5,0.3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.693,-2.01,7.139,0,0,0,0,0,0.787,0.113,-0.581,391
"409",4270,7.167,0.129,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-1.499,8.309,0,0,0,0,0,0.906,-0.522,-0.549,392
"410",4275,7.667,0.976,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693,-3.284,0,0,0,0,0,0,-1.048,-0.342,-0.64,393
